,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,cluster,CLUSTER
0,0.09500600950089115,-0.19098220756597883,-0.18441240435117157,0.11055221511578704,0.007548117434756748,-0.36165330836493564,0.000759797312175528,0.27835468018326115,0.22259919212358978,-0.20389127648742855,-0.18902009636958547,-0.159561476379057,-0.03642439100094541,0.28625392508864467,-0.1955617048843835,2,1,1,1,2,1,2,2,0,2,0,2,1,1,0,-1,-1
1,0.11805431052357053,-0.02503829405523464,-0.1851181531675441,0.13367360259906344,-0.03139015655932971,-0.37211307576899577,0.19466300156831345,0.15461956043552777,0.26529192436767757,-0.06114110597538049,-0.0883965926265683,-0.15134313257136658,-0.198493849527635,0.01455236194774645,-0.008657005551080205,2,0,2,1,2,2,1,2,0,1,2,1,0,1,1,-1,-1
2,0.09321001008237804,0.32614869731787277,0.0666396151320254,-0.04715585399908451,-0.17103890854008405,0.30407974122583076,0.0059741129165760964,-0.03533516122993388,0.249146388745141,0.002617442217468312,-0.047047200524699864,0.06964283790301962,0.20114207160610562,0.03043143757106418,0.09241434578505651,1,1,1,0,0,2,1,0,0,2,1,1,2,0,1,-1,-1
3,-0.05650771345401269,0.08336542509805928,-0.09914054488162094,0.02484743387463962,-0.07633591814412885,0.05355158804741796,-0.039383788034598355,-0.22360858681721807,0.15664001250548176,-0.12243168898560267,-0.3299930848753835,-0.13228345982138234,-0.09140561634897382,-0.00501442137932287,0.07247736460373219,2,1,0,2,0,0,1,0,1,0,1,2,1,1,1,-1,-1
4,-0.1379662704139936,-0.13204683471682288,-0.43408268646986015,0.09449909006284139,-0.1637862409575758,0.053746354486961585,-0.1196066271546318,-0.11510634250127223,0.0765850760317029,-0.16029078604163616,-0.2549468193064552,-0.1295936990430298,0.1781454099735757,0.10726104410489797,0.048512097377686456,2,2,0,2,1,0,2,1,2,0,1,1,2,2,2,-1,-1
5,0.06330471494484716,-0.13176609101617653,-0.2247385911087114,0.10433436055654739,-0.12744739963129723,0.1555642374560228,-0.012433699252913266,0.10594076004078627,0.3222246894246857,-0.1644412223843712,-0.27926125909028,-0.1081539765168438,0.054036646143846755,0.04151294198091471,-0.0953884567737039,2,1,1,2,0,1,1,1,1,0,1,0,0,0,1,-1,-1
6,-0.03882145816897234,0.11165111377194473,0.16362849164198967,-0.05726303329510072,-0.09296603843078982,0.1471391053333218,0.13834770484806314,-0.04639027924039295,0.079012784184782,-0.004756517347207584,-0.29422048986103777,0.15641319047391553,0.2764047908705334,0.06936780584351523,0.10231527079794515,1,0,0,1,0,2,1,1,2,1,0,1,2,0,2,-1,-1
7,-0.03289221523909107,0.19772548721774666,0.3446247848370789,0.077257004221878,0.04915589895019258,0.07742290184195239,0.13856707333413396,-0.12719410146187604,0.05486570757149889,-0.20756775402454944,-0.1964713054539063,0.056238538729114856,0.3437205451657573,0.07376080852327256,-0.11723291403541075,1,2,1,0,1,2,2,1,0,1,1,0,2,1,2,-1,-1
8,0.035491601444247296,0.265428122445934,0.23791957294451532,0.039712698884332154,-0.098778342770575,0.18461170293031534,-0.009482726868042371,0.055699294395332,-0.006223376838022487,-0.1331682097097088,-0.014834656901138658,0.15233942566835085,0.07679863220254818,0.013809504117642701,-0.036743375907279954,0,0,1,1,0,2,1,2,2,1,1,0,2,0,2,-1,-1
9,-0.09957040470157465,-0.017610941246545858,0.15786371282418896,-0.09929363532414116,-0.0355003707606767,0.22207133608868435,0.14485081230748026,-0.19089609643471342,0.22973953808853967,-0.12368022462337142,-0.13829590367837064,0.5110341335091944,0.03985828509098277,0.056435683086312464,-0.16253100604561735,0,1,1,0,0,2,2,1,2,2,1,0,1,0,2,-1,-1
